BUQUE;ESLORA;USO_COMB_ALTERNATIVO;GT;MANGA;CALADO;TPM;MERCANCIA;TONELADAS;DESCRIPCION_TIPO_BUQUE
VENTURI                       ;88;No;3430;15;6,5;3804;PROPILENO                ;1785;Granel líquido                                              
